filename,categories,res#,resolutions
2022-03-24 City Commission - Public Agenda-2729.pdf,FL - FUTURE LEGISLATION,FL.1,"AN ORDINANCE OF THE MIAMI CI TY COMMISSION AMENDING CHAPTER 2/ARTICLE XI/DIVISION 2/SECTION 2 -887 OF THE CODE OF THE CITY OF MIAMI, FLORIDA, AS AMENDED (“CITY CODE”) TITLED “QU ORUM REQUIREMENTS; EXCEPTIONS,” MORE PARTICULARLY BY INCLUDING THE MIAMI ARTS AND ENTERTAINMENT COUNCIL (“MAE C”) ON THE LIST IN SECTION 2 - 887(B) OF CITY BOARDS SUBJECT TO QUORUM REQUIREMENTS PROVIDED FOR ELSEWHERE IN THE CITY CODE; FURTHER AMENDING CHAPTER  2/ARTICLE XI/DIVISION 10/SECTION 2 -1141 OF THE CITY CODE TITLED “PURPOSE, POWERS AND DUTIES,” MORE PARTICULA RLY BY DELETING FROM SECTION 2 -1141(7) OF THE CITY CODE THE 501(C)(3) CORPORATION PROVISION; FURTHER AMENDING SECTION 2 -1143 OF THE CITY CODE TITLE D “MEETINGS; QUORUM AND VOTING; ATTENDANCE REQUIREMENTS; PARLIAMENTARY AUTHORITY; RULES OF PROCEDURE; MINUTES ; ASSIGNMENT OF STAFF; LEGAL COUNSEL; AND NOTICES AND FILING OF RECORDS,” MORE PARTICULARLY BY AMENDING THE MAEC’S QUORUM AND VOTING REQUIREMENTS D ETAILED IN SECTION 2 -1143(B) OF THE CITY CODE; AND CREATING A NEW SECTION 2 -1144 OF THE CITY CODE FOR THE MAE C TITLED “BUDGET AND FINANCE”; ESTABLISHING A SPECIAL REVENUE FUND ACCOUNT LINE TITLED ""CITY OF MIAMI ARTS AND ENTERTAINMENT COUNCIL”; AUTHORIZING THE CITY MANAGER AND THE NECESSARY CITY DEPARTMENTS TO CREATE THE NECESSARY BUDGETING AND ACCOUNTING STRUCTUR ES TO ACCOUNT FOR THE MAEC’S FUNDS IN ACCORDANCE WITH THE GENERALLY ACCEPTED ACCOUNTING PRINCIPLES. Note for the Record: 60 -Day Public Comment Peri od: March 16, 2022 - May 15, 2022 END OF FUTURE LEGISLATION"
2022-04-14 City Commission - Public Agenda-2775.pdf,CA - CONSENT AGENDA,CA.1,"A RESOLUTION OF THE MIAMI CITY COMMISSION AUTHORIZING THE ACCESSING OF THE CITY OF FORT LAUDERDALE'S (“FORT LAUDERDALE”) REQUEST FOR PROPOSALS CONTRACT NO. RFP - 12307 -795 FOR HOLIDAY LIGHTING AND DECORATION SERVICES, ON AN AS NEEDED BASIS CIT YWIDE, PURSUANT TO SECTION 18 - 111 OF THE CODE OF THE CITY OF MIAMI, FLORIDA, AS AMENDED (""CITY CODE""), WITH THE SOUTH FLORIDA LIGHTING TEAM, LLC D/B/A MIAMI CHRISTMAS LIGHTS, A FLORIDA LIMITED LIABILITY COMPANY, WHICH WAS COMPETITIVELY SOLICITED FOR AN INITIAL TERM OF TWO (2) YEARS WITH THE OPTION TO RENEW FOR THREE (3) ADDITIONAL ONE (1) YEAR PERIODS AND IS EFFECTIVE THROUGH OCTOBER 1, 2022, SUBJECT TO ANY RENEWALS, EXTENSIONS, AND/OR REPLACEMENT CONTRACTS BY FORT LAUDERDALE; ALLOCATING FUNDS FROM THE VARI OUS SOURCES OF FUNDS FROM CITY OF MIAMI USER DEPARTMENTS AND AGENCIES, SUBJECT TO THE AVAILABILITY OF FUNDS AND BUDGETARY APPROVAL AT THE TIME OF NEED; AUTHORIZING THE CITY MANAGER TO NEGOTIATE AND EXECUTE A SUPPLEMENTAL AGREEMENT WITH MIAMI CHRISTMAS LIGH TS, IN A FORM ACCEPTABLE TO THE CITY ATTORNEY, FOR SAID PURPOSE; FURTHER AUTHORIZING THE CITY MANAGER TO NEGOTIATE AND EXECUTE ANY AND ALL  DOCUMENTS, INCLUDING ANY AMENDMENTS, RENEWALS, AND EXTENSIONS, SUBJECT TO ALL ALLOCATIONS, APPROPRIATIONS, PRIOR BUD GETARY APPROVALS, COMPLIANCE WITH ALL APPLICABLE PROVISIONS OF THE CITY CODE, INCLUDING THE CITY’S PROCUREMENT ORDINANCE, ANTI -DEFICIENCY ACT, AND FINANCIAL INTEGRITY PRINCIPLES, ALL AS SET FORTH IN CHAPTER 18 OF THE CITY CODE, IN FORMS ACCEPTABLE TO THE CITY ATTORNEY, AND IN COMPLIANCE WITH ALL APPLICABLE LAWS, RULES, AND REGULATIONS, AS MAY BE DEEMED NECESSARY FOR SAID PURPOSE. City Commission  Meeting Agenda  April 14, 2022 City of Miami  Page 5 Printed on 4/6/2022  CA.2 11633 Department of Resilience and Public Works  RESOLUTION"
2022-04-14 City Commission - Public Agenda-2775.pdf,CA - CONSENT AGENDA,CA.1,"A RESOLUTION OF THE MIAMI CITY COMMISSION, WITH ATTACHMENT(S),  VACATING, DISCONTINUING, AND ABANDONING A PORTION OF THE SOUTHERN SIDE OF NORTHWEST 28TH STREET BETWEEN NORTHWEST 2 AVENUE AND NORTHWEST 3 AVENUE, MIAMI, FLORIDA, AS MORE PARTICULARLY DESCRIBED IN EXHIBIT ""A,” ATTACHED AND INCORPORATED, CONTAINING APPROXI MATELY 1,068 SQUARE FEET; FURTHER AUTHORIZING THE CITY MANAGER TO NEGOTIATE AND EXECUTE A QUIT CLAIM DEED, IN A FORM ACCEPTABLE TO THE CITY ATTORNEY, PURSUANT TO SECTION 255.22, FLORIDA STATUTES, IN FAVOR OF 2775 MANDARINE, LLC, A DELAWARE LIMITED LIABILIT Y COMPANY, THE SUCCESSOR -IN-INTEREST OF THE ORIGINAL DEDICATOR. CA.3 11672 Department of Risk Management  RESOLUTION"
2022-04-14 City Commission - Public Agenda-2775.pdf,CA - CONSENT AGENDA,CA.3,"A RESOLUTION OF THE MIAMI CITY COMMISSION AUTHORIZING THE DIRECTOR OF FINANCE TO PAY TO AND ON BEHALF OF ROY LEMUS, SUBJECT TO THE CONDIT IONS IMPOSED BY CHAPTER 440, FLORIDA STATUTES, THE TOTAL SUM OF $300,000.00, INCLUDING $100.00 FOR A SEPARATE GENERAL RELEASE, IN FULL SETTLEMENT OF ALL CLAIMS AND DATES OF ACCIDENT ALLEGED AGAINST THE CITY OF MIAMI, ITS OFFICERS, AGENTS AND EMPLOYEES (COL LECTIVELY ""CITY""), WITHOUT ADMISSION OF LIABILITY, UPON EXECUTING A SETTLEMENT AGREEMENT, HOLD HARMLESS, AND INDEMNIFICATION AGREEMENT AS WELL AS A GENERAL RELEASE OF THE CITY FROM ANY AND ALL CLAIMS AND DEMANDS;  ALLOCATING FUNDS IN THE AMOUNT OF $299,900 .00 FROM ACCOUNT NO. 50001.301001.524000.0000.00000 AND FUNDS IN THE AMOUNT OF $100.00, FOR THE SEPARATE GENERAL RELEASE, FROM ACCOUNT NO. 00001.980000.531010.0000.00000. CA.4 11724 Office of the City Attorney  RESOLUTION"
2022-04-14 City Commission - Public Agenda-2775.pdf,CA - CONSENT AGENDA,CA.4,"A RESOLUTION OF THE MIAMI CITY C OMMISSION AUTHORIZING THE DIRECTOR OF FINANCE TO PAY SAILE HERRERA AND JAVIER HERRERA, SR., WITHOUT ADMISSION OF LIABILITY, THE TOTAL SUM OF ONE HUNDRED FORTY -NINE THOUSAND DOLLARS ($149,000.00) IN FULL AND COMPLETE SETTLEMENT OF ANY AND ALL CLAIMS AND DEM ANDS, INCLUDING ALL CLAIMS FOR ATTORNEYS' FEES, AGAINST THE CITY OF MIAMI IN THE CASE OF SAILE HERRERA, AS NATURAL GUARDIAN AND MOTHER OF JAVIER HERRERA, JR., AND JAVIER HERRERA, SR. VS. CITY OF MIAMI PENDING IN THE MIAMI -DADE CIRCUIT COURT, CASE NO. 19-33681 CA 02, UPON THE EXECUTION OF A GENERAL RELEASE OF ALL CLAIMS AND DEMANDS, AND A DISMISSAL OF THE DEFENDANT WITH PREJUDICE; ALLOCATING FUNDS FROM ACCOUNT NO. 50001.301001.545010.0000.00000. City Commission  Meeting Agenda  April 14, 2022 City of Miami  Page 6 Printed on 4/6/2022  CA.5 11783 RESOLUTION"
2022-04-14 City Commission - Public Agenda-2775.pdf,CA - CONSENT AGENDA,CA.4,"A RESOLUTION OF THE MIAMI CITY COMMIS SION MITIGATING THE CODE ENFORCEMENT LIEN RECORDED APRIL 7, 2015 FOR CASE NUMBER CE2014000541 ON PROPERTY ADDRESS 3485 NORTHWEST 17 AVENUE, MIAMI, FLORIDA, AFTER A HEARING AS REQUIRED BY SECTION 2 -817 OF THE CODE OF THE CITY OF MIAMI, FLORIDA, AS AMENDED; AUTHORIZING THE AMOUNT APPROVED AS FULL AND FINAL SETTLEMENT; AUTHORIZING THE CITY MANAGER OR DESIGNEE TO EXECUTE ANY AND ALL DOCUMENTS NECESSARY, ALL IN FORMS ACCEPTABLE TO THE CITY ATTORNEY, FOR THE PURPOSES STATED HEREIN. SPONSOR (S):       Mayor Francis  X. Suarez END OF CONSENT AGENDA  City Commission  Meeting Agenda  April 14, 2022 City of Miami  Page 7 Printed on 4/6/2022 PH - PUBLIC HEARINGS PH.1 11421 Department of Housing and Community Development  RESOLUTION"
2022-04-14 City Commission - Public Agenda-2775.pdf,PH - PUBLIC HEARINGS,PH.1,"A RESOLUTION OF THE MIAMI CITY COMMISSION, WITH ATTACHMENT(S), ALLOCATING PROGRAM INCOME FROM HOME INVESTMENT PARTNERSHIPS PROG RAM FUNDS GENERATED FROM FEBRUARY 1, 2021 TO OCTOBER 31, 2021 IN THE AMOUNT OF $106,028.49 AND AN ADDITIONAL AMOUNT OF $888,496.63 OF RECAPTURED FUNDS, FOR A TOTAL AMOUNT OF $994,525.12, AS SPECIFIED IN EXHIBIT “A,” ATTACHED AND INCORPORATED; AUTHORIZING T HE CITY MANAGER TO NEGOTIATE AND EXECUTE ANY AND ALL NECESSARY DOCUMENTS, ALL IN FORMS ACCEPTABLE TO THE CITY ATTORNEY, FOR SAID PURPOSE. PH.2 11603 Department of Housing and Community Development  RESOLUTION"
2022-04-14 City Commission - Public Agenda-2775.pdf,PH - PUBLIC HEARINGS,PH.2,"A RESOLUTION OF THE MIAMI CITY COMMISSION, WI TH ATTACHMENT(S), AUTHORIZING TRANSFERRING EMERGENCY SOLUTION GRANT FUNDS IN THE AMOUNT OF $810,000.00 FROM CAMILLUS HOUSE, INC., A FLORIDA NOT FOR PROFIT CORPORATION, TO THE CITY OF MIAMI'S DEPARTMENT OF HUMAN SERVICES AS SPECIFIED IN EXHIBIT “A,” ATTACHE D AND INCORPORATED, TO COVER THE COSTS OF HOTEL/MOTEL ACCOMMODATIONS FOR INDIVIDUALS AND FAMILIES EXPERIENCING HOMELESSNESS; FURTHER AUTHORIZING THE CITY MANAGER TO NEGOTIATE AND EXECUTE ANY AND ALL NECESSARY DOCUMENTS, ALL IN FORMS ACCEPTABLE TO THE CITY ATTORNEY, FOR SAID PURPOSE, SUBJECT TO ALL FEDERAL, STATE, AND LOCAL LAWS THAT REGULATE THE USE OF SUCH FUNDS. City Commission  Meeting Agenda  April 14, 2022 City of Miami  Page 8 Printed on 4/6/2022  PH.3 11621 Department of Building  RESOLUTION"
2022-04-14 City Commission - Public Agenda-2775.pdf,PH - PUBLIC HEARINGS,PH.2,"A RESOLUTION OF THE MIAMI CITY COMMISSION, WITH ATTACHMENT(S), BY A FOUR -FIFTHS (4/5THS) AFFIRMAT IVE VOTE, PURSUANT TO SECTION 18 -92 OF THE CODE OF THE CITY OF MIAMI, FLORIDA, AS AMENDED (""CITY CODE""), AFTER AN ADVERTISED PUBLIC HEARING, RATIFYING, APPROVING AND CONFIRMING THE CITY MANAGER’S FINDING OF A SOLE SOURCE, ATTACHED AND INCORPORATED AS EXHIB IT “A”, AND WAIVING THE REQUIREMENTS FOR COMPETITIVE SEALED BIDDING METHODS FOR THE PROVISION OF A BUILDING BENCHMARKING AND PERFORMANCE SOFTWARE SOLUTION FROM TOUCHSTONE IQ LLC, A FOREIGN LIMITED LIABILITY COMPANY AUTHORIZED TO CONDUCT BUSINESS IN FLORIDA , FOR THE CITY OF MIAMI'S BUILDING DEPARTMENT (“BUILDING”) FOR AN INITIAL PERIOD OF FOUR (4) YEARS WITH AN OPTION TO RENEW FOR TWO (2) ADDITIONAL TWO (2) YEAR PERIODS ON AN AS NEEDED CONTRACTUAL BASIS; ALLOCATING FUNDS FROM BUILDING'S GENERAL FUNDS OR SUCH  OTHER SOURCES OF FUNDING, SUBJECT TO THE AVAILABILITY OF FUNDS AND BUDGETARY APPROVAL AT THE TIME OF NEED; AUTHORIZING THE CITY MANAGER TO NEGOTIATE AND EXECUTE A PROFESSIONAL SERVICES AGREEMENT WITH TOUCHSTONE, IN A FORM ACCEPTABLE TO THE CITY ATTORNEY, FOR SAID PURPOSE; FURTHER AUTHORIZING THE CITY MANAGER TO NEGOTIATE AND EXECUTE ANY AND ALL DOCUMENTS, INCLUDING ANY AMENDMENTS, RENEWALS, AND EXTENSIONS, SUBJECT TO ALL ALLOCATIONS, APPROPRIATIONS, PRIOR BUDGETARY APPROVALS, COMPLIANCE WITH ALL APPLICABLE  PROVISIONS OF THE CITY CODE, INCLUDING THE CITY’S PROCUREMENT ORDINANCE, ANTI -DEFICIENCY ACT, AND FINANCIAL INTEGRITY PRINCIPLES, ALL AS SET FORTH IN CHAPTER 18 OF THE CITY CODE, IN FORMS ACCEPTABLE TO THE CITY ATTORNEY, AND IN COMPLIANCE WITH ALL APPLICA BLE LAWS, RULES, AND REGULATIONS, AS MAY BE DEEMED NECESSARY FOR SAID PURPOSE. END OF PUBLIC HEARINGS  City Commission  Meeting Agenda  April 14, 2022 City of Miami  Page 9 Printed on 4/6/2022 RE - RESOLUTION RE.1 11601 Office of Capital Improvements  RESOLUTION"
2022-04-14 City Commission - Public Agenda-2775.pdf,RE - RESOLUTION,RE.1,"A RESOLUTION OF THE MIAMI CITY COMMISSION, WITH ATTACHMENT(S), AUTHORIZING AMEND MENT NO. 1 (“AMENDMENT”) TO THE PROFESSIONAL SERVICES AGREEMENTS (“AGREEMENTS”) WITH THE ENGINEERING FIRMS OF A & P CONSULTING TRANSPORTATION ENGINEERS CORP., CALVIN, GIORDANO & ASSOCIATES, INC., CONSOR ENGINEERS, LLC, EAC CONSULTING, INC., PINNACLE CONSUL TING ENTERPRISES, INC., AND R.J. BEHAR & COMPANY, INC., ALL FLORIDA REGISTERED COMPANIES (COLLECTIVELY, “CONSULTANTS”), FOR THE PROVISION OF ADDITIONAL CONSTRUCTION ENGINEERING AND INSPECTION SERVICES SOLICITED UNDER REQUEST FOR QUALIFICATIONS NO. 18 -19-012 AND INCREASING THE CAPACITY OF THE AGREEMENTS WITH THE CONSULTANTS BY A NOT -TO- EXCEED AMOUNT OF FIVE HUNDRED THOUSAND DOLLARS ($500,000.00), THEREBY INCREASING THE TOTAL CAPACITY OF EACH AGREEMENT FROM THE CURRENT NOT -TO-EXCEED AMOUNT OF FIVE HUNDRED THO USAND DOLLARS ($500,000.00) TO THE AMENDED NOT -TO-EXCEED AMOUNT OF ONE MILLION DOLLARS ($1,000,000.00); ALLOCATING FUNDS FROM THE APPROPRIATE CITY OF MIAMI'S OFFICE OF CAPITAL IMPROVEMENTS' PROJECTS AND DEPARTMENTAL BUDGETS, SUBJECT TO THE AVAILABILITY OF FUNDS AND BUDGETARY APPROVAL AT THE TIME OF NEED; AUTHORIZING THE CITY MANAGER TO NEGOTIATE AND EXECUTE THE AMENDMENT TO THE AGREEMENTS WITH THE CONSULTANTS, IN FORMS ACCEPTABLE TO THE CITY ATTORNEY, FOR SAID PURPOSES; FURTHER AUTHORIZING THE CITY MANAGER TO NEGOTIATE AND EXECUTE ANY AND ALL DOCUMENTS, INCLUDING ANY AMENDMENTS, RENEWALS, AND EXTENSIONS, SUBJECT TO ALL ALLOCATIONS, APPROPRIATIONS, PRIOR BUDGETARY APPROVALS, COMPLIANCE WITH ALL APPLICABLE PROVISIONS OF THE CODE OF THE CITY OF MIAMI, FLORIDA,  AS AMENDED (""CITY CODE""), INCLUDING THE CITY’S PROCUREMENT ORDINANCE, ANTI -DEFICIENCY ACT, AND FINANCIAL INTEGRITY PRINCIPLES, ALL AS SET FORTH IN CHAPTER 18 OF THE CITY CODE, IN FORMS ACCEPTABLE TO THE CITY ATTORNEY, AND IN COMPLIANCE WITH ALL APPLICABLE  LAWS, RULES, AND REGULATIONS, AS MAY BE DEEMED NECESSARY FOR SAID PURPOSE. City Commission  Meeting Agenda  April 14, 2022 City of Miami  Page 10 Printed on 4/6/2022  RE.2 11012 City Manager’s Office  RESOLUTION MAY BE WITHDRAWN"
2022-04-14 City Commission - Public Agenda-2775.pdf,RE - RESOLUTION,RE.1,"A RESOLUTION OF THE MIAMI CITY COMMISSION APPROVING AND AUTHORIZING THE WAIVER OF INDEMNIFICATION WITH KING & SPALD ING, LLP, A FOREIGN LIMITED LIABILITY PARTNERSHIP AUTHORIZED TO CONDUCT BUSINESS IN THE STATE OF FLORIDA (“K&S”), FOR THE PROVISION OF FEDERAL LOBBYING SERVICES FOR THE CITY OF MIAMI (""CITY"") AS APPROVED BY RESOLUTION NO. R -21-0191 ADOPTED ON MAY 13, 2021;  AUTHORIZING THE CITY MANAGER TO NEGOTIATE AND EXECUTE A PROFESSIONAL SERVICES AGREEMENT BETWEEN THE CITY AND K&S, IN A FORM ACCEPTABLE TO THE CITY ATTORNEY; FURTHER AUTHORIZING THE CITY MANAGER TO NEGOTIATE AND EXECUTE ANY AND ALL OTHER DOCUMENTS, INCLUDI NG ANY AMENDMENTS, RENEWALS, AND EXTENSIONS, SUBJECT TO ALL ALLOCATIONS, APPROPRIATIONS, PRIOR BUDGETARY APPROVALS, COMPLIANCE WITH ALL APPLICABLE PROVISIONS OF THE CODE OF THE CITY OF MIAMI, FLORIDA, AS AMENDED (""CITY CODE""), INCLUDING THE CITY’S PROCUREM ENT ORDINANCE, ANTI -DEFICIENCY ACT, AND FINANCIAL INTEGRITY PRINCIPLES, ALL AS SET FORTH IN CHAPTER 18 OF THE CITY CODE, IN FORMS ACCEPTABLE TO THE CITY ATTORNEY, AND IN COMPLIANCE WITH ALL APPLICABLE LAWS, RULES, AND REGULATIONS, AS MAY BE DEEMED NECESSAR Y FOR SAID PURPOSE. History: 12/09/21  City Commission  DEFERRED   Next: 02/24/22 RESULT:  DEFERRED BY CONSENT VOTE [UNANIMOUS]  Next: 2/24/2022 9:00 AM MOVER:  Manolo Reyes, Commissioner, District Four SECONDER:  Christine King, Chair, District Five AYES:  Christine King, Joe Carollo, Ken Russell, Manolo Reyes ABSENT:  Alex Diaz de la Portilla 02/24/22  City Commission  INDEFINITELY DEFERRED   Next: 04/14/22 RESULT:  INDEFINITELY DEFERRED [UNANIMOUS]  Next: 4/14/2022 9:00 AM MOVER:  Manolo Reyes, Commissioner, District  Four SECONDER:  Christine King, Chair, District Five AYES:  Christine King, Ken Russell, Manolo Reyes ABSENT:  Joe Carollo, Alex Diaz de la Portilla City Commission  Meeting Agenda  April 14, 2022 City of Miami  Page 11 Printed on 4/6/2022  RE.3 11781 RESOLUTION"
2022-04-14 City Commission - Public Agenda-2775.pdf,RE - RESOLUTION,RE.1,"A RESOLUTION OF THE MIAMI CITY COMMISSION, WITH ATTACHMENT(S), AUTHORIZING THE CITY MANAGER TO ACCEPT FROM THE FLORIDA DEPARTMENT OF TRANSPORTATION (“FDOT”), A CONVEYANCE AT NO COST TO THE CITY OF MIAMI (“CITY”), OF A PARCEL OF LAND CONTAINING APPROXIMATELY EIGHT THOUSAND ONE HUNDRED FIFTY -NINE (8,159) SQUARE FEET, AS LEGALLY DESCRIBED IN  EXHIBIT “A”, ATTACHED AND INCORPORATED (“PARCEL 6347”), ALSO KNOWN AS PLAZA DE LA CUBANIDAD, FOR A PUBLIC PURPOSE BY QUITCLAIM DEED, IN A FORM ACCEPTABLE TO THE CITY ATTORNEY; FURTHER AUTHORIZING THE CITY MANAGER TO EXECUTE ALL NECESSARY DOCUMENTS, INCLUD ING AMENDMENTS AND MODIFICATIONS TO SAID DOCUMENTS, IN A FORM ACCEPTABLE TO THE CITY ATTORNEY, AS MAY BE NECESSARY TO EFFECTUATE SAID PUBLIC PURPOSE CONVEYANCE. SPONSOR (S):       Commissioner Joe Carollo RE.4 11793 RESOLUTION"
2022-04-14 City Commission - Public Agenda-2775.pdf,RE - RESOLUTION,RE.4,"A RESOLUTION OF THE MIAMI CITY COMMISSION DIRECTING THE CITY MANAGER TO PRESENT TO THE CITY COMMISSION, IN THE NEXT NINETY (90) DAYS, A WRITTEN PLAN, INCLUDING ENVIRONMENTAL IMPACT ANALYSES, ESTIMATED COSTS, POTENTIAL FUNDING SOURCES, AND TIMELINES, TO INSTALL LIGHTNING WARNING SYS TEMS IN ALL CITY PARKS, EXCLUDING MINI PARKS; FURTHER DIRECTING THE CITY MANAGER TO TAKE ANY AND ALL ACTIONS NECESSARY TO INSTALL LIGHTNING WARNING SYSTEMS, INCLUDING PURSUING ANY FUNDING OPPORTUNITIES; PROVIDING FOR AN EFFECTIVE DATE. SPONSOR (S):       Commissioner Manolo Reyes City Commission  Meeting Agenda  April 14, 2022 City of Miami  Page 12 Printed on 4/6/2022  RE.5 11789 RESOLUTION"
2022-04-14 City Commission - Public Agenda-2775.pdf,RE - RESOLUTION,RE.4,"A RESOLUTION OF THE MIAMI CITY COMMISSION, WITH ATTACHMENT(S), AUTHORIZING THE CITY MANAGER TO NEGOTIATE AND EXECUTE A LEASE AGREEMENT (“LEASE”) BETWEEN THE CITY OF MIAMI (“CITY”) AND MARTIN LUTHER KING ECO NOMIC DEVELOPMENT CORPORATION, A FLORIDA NOT FOR PROFIT CORPORATION (“LESSOR”), FOR THE CITY’S USE OF APPROXIMATELY SIX THOUSAND, THREE HUNDRED FIFTY -FIVE (6,355) SQUARE FEET OF OFFICE SPACE (“PREMISES”) FOR AN INITIAL PERIOD OF FOUR (4) YEARS WITH ONE (1)  FOUR (4) YEAR OPTION TO RENEW, PLUS A MONTH TO MONTH CARRY OVER PROVISION, FOR THE PURPOSE OF PROVIDING SPACE FOR A DISTRICT OFFICE FOR CITY COMMISSION DISTRICT 5 WITH A MONTHLY RENT OF NINE THOUSAND, FIVE HUNDRED THIRTY -TWO DOLLARS AND FIFTY CENTS ($9,53 2.50) ($18.00 PER SQUARE FOOT), WITH AN OPTION FOR THE LESSOR TO INCREASE THE INITIAL RENTAL RATE A MAXIMUM OF THREE PERCENT (3%) ANNUALLY DURING THE TERM OF THE LEASE, WITH ADDITIONAL TERMS AND CONDITIONS INCLUDED IN THE LESSOR’S LETTER OF INTENT TO BE NE GOTIATED, ATTACHED AND INCORPORATED AS EXHIBIT “A;” FURTHER AUTHORIZING THE CITY MANAGER TO NEGOTIATE AND EXECUTE ANY AND ALL OTHER NECESSARY AGREEMENTS, DOCUMENTS, MODIFICATIONS, AND AMENDMENTS, ALL IN FORMS ACCEPTABLE TO THE CITY ATTORNEY, FOR SAID PURPO SE; ALLOCATING FUNDS FROM THE DISTRICT 5 COMMISSIONER’S BUDGET WITH TERMS AND CONDITIONS TO BE MORE SPECIFICALLY SET FORTH IN SAID LEASE. SPONSOR (S):       Commissioner Christine King RE.6 11795 RESOLUTION"
2022-04-14 City Commission - Public Agenda-2775.pdf,RE - RESOLUTION,RE.6,"A RESOLUTION OF THE MIAMI CITY COMMISSION TERM INATING FOR CONVENIENCE THE REVOCABLE LICENSE AGREEMENT (“RLA”) WITH EVENT ENTERTAINMENT GROUP, INC. (“EEG”) FOR THE ULTRA MUSIC FESTIVAL (“ULTRA”) AT BAYFRONT PARK (“SITE”); FURTHER AUTHORIZING THE BAYFRONT PARK MANAGEMENT TRUST (“TRUST”) EXECUTIVE DIRECT OR TO NEGOTIATE AND EXECUTE A REVOCABLE LICENSE AGREEMENT BETWEEN THE TRUST AND EEG, IN A FORM ACCEPTABLE TO THE CITY ATTORNEY, FOR THE PRESENTATION OF ULTRA AT BAYFRONT PARK; FURTHER WAIVING THE REQUIREMENTS OF SECTION 38 -113 OF THE CODE OF THE CITY OF MI AMI, FLORIDA, AS AMENDED. SPONSOR (S):       Commissioner Joe Carollo END OF RESOLUTION  City Commission  Meeting Agenda  April 14, 2022 City of Miami  Page 13 Printed on 4/6/2022 EM - EMERGENCY ORDINANCE EM.1 11794 ORDINANCE (4/5THS VOTE) AN EMERGENCY ORDINANCE OF T HE MIAMI CITY COMMI SSION, BY A FOUR -FIFTHS (4/5THS) AFFIRMATIVE VOTE, AMENDING CHAPTER 2/ARTICLE X/SECTION 2 -817 OF THE CODE OF THE CITY OF MIAMI, FLORIDA, AS AMENDED, TITLED “ADMINISTRATION/CODE ENFORCEMENT/ADMINISTRATIVE COSTS, FINES; LIENS,” TO AMEND AN D PROVIDE FOR DIREC T MITIGATION BEFORE THE CITY COMMISSION; CONTAINING A SEVERABILITY CLAUSE; AND PROVIDING FOR AN IMMEDIATE EFFECTIVE DATE. SPONSOR (S):       Mayor Francis X. Suarez EM – END OF EMERGE NCY ORDINANC E City Commission  Meeting Agenda  April 14, 2022 City of Miami  Page 14 Printed on 4/6/2022  SR - SECOND READING ORDINANCES SR.1 11445 ORDINANCE                                                                  Second Reading"
2022-04-14 City Commission - Public Agenda-2775.pdf,EM - EMERGENCY ORDINANCE,SR.1,"AN ORDINANCE OF THE MIAMI CITY  COMMISSION AMENDING CHAPTER 38 OF THE CODE OF THE CITY OF  MIAMI, FLORIDA, AS AMENDED, TITLED “PARKS AND RECREATION,” MORE PARTICULARLY BY ADDING ARTICLE VII, TITLED “MIAMI BAYWALK GREENWAY ALONG BISCAYNE BAY,” TO ESTABLISH THE MIAMI BAYWALK GREENWAY ALONG  BISCAYNE BAY; DESCRIBING BOUNDARIES; PROVIDING ENFORCEMEN T; PROVIDING A SEVERABILITY CLAUSE; AND PROVIDING FOR AN IMMEDIATE EFFECTIVE DATE. SPONSOR (S):       Mayor Francis X. Suarez, Commissioner Ken Russell History: 02/10/22  City Commission  PASSED ON FI RST READING WITH MODIFICATION(S)   Next: 03/09/22 RESULT:  PASSED ON FIRST READING WITH MODIFICATION(S) [4 TO 1]  Next: 3/9/2022 9:30 AM MOVER:  Joe Carollo, Vice Chair, District Three SECONDER:  Ken Russell, Commissioner, District Two AYES:  Christine King, Joe  Carollo, Ken Russell, Alex Diaz de la Portilla NAYS:  Mano lo Reyes 03/09/22  City Commission  MEETING CANCELLED   Next: 03/24/22 RESULT:  MEETING CANCELLED  Next: 3/24/2022 9:00 AM 03/24/22  City Commission  DEFERRED   Next: 04/14/22 RESULT:  DEFERRED [3 TO 2]  Next : 4/14/2022 9:00 AM MOVER:  Joe Carollo, Vice Chair, Distri ct Three SECONDER:  Manolo Reyes, Commissioner, District Four AYES:  Joe Carollo, Alex Diaz de la Portilla, Manolo Reyes NAYS:  Christine King, Ken Russell City Commission  Meeting Agenda  April 14, 2022 City of Miami  Page 15 Printed on 4/6/2022  SR.2 11748 ORDINANCE                                                                  Second Reading"
